,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2023-01-03,AAPL,130.27999877929688,130.89999389648438,124.16999816894531,124.04804229736328,112117500.0,1.0,-4.67033904852272,148.55175854044862,121.65815509480527,39.011478241338764,-130.93065014963665,35.98724893451264,138.94069010416666,141.22467702229818,22.899999618530273,50.314536156281285
0,2023-01-03,AMGN,260.8699951171875,262.6000061035156,258.8699951171875,249.1538543701172,2594800.0,1.0,-3.8269438138826217,274.16880648782876,240.99836422750334,46.085249020472844,-104.70930352895654,29.655910273524142,262.25194447835287,256.64024887084963,22.899999618530273,50.314536156281285
0,2023-01-03,AXP,149.5399932861328,150.4499969482422,145.72999572753906,144.0626220703125,2762200.0,1.0,-1.4854506957400702,156.0285197806582,137.90936168906836,47.808128532924364,-61.95589753766983,4.92925489663244,148.4123062133789,145.37470703125,22.899999618530273,50.314536156281285
0,2023-01-03,BA,192.9499969482422,197.17999267578125,192.39999389648438,195.38999938964844,8624600.0,1.0,5.3262846269954025,196.70272733684573,176.15427186969725,62.90535341504315,141.20699940934736,44.456629522186844,182.8596669514974,166.2691665649414,22.899999618530273,50.314536156281285
0,2023-01-03,CAT,240.67999267578125,240.67999267578125,236.1999969482422,232.1620330810547,2651900.0,1.0,3.5389468259643593,237.66335608556076,219.33174584315017,59.67885793361161,81.54025528565121,11.268242253533964,228.43389434814452,214.3584457397461,22.899999618530273,50.314536156281285
0,2023-01-03,CRM,135.19000244140625,136.9499969482422,133.02999877929688,134.6041717529297,8196400.0,1.0,-3.573147787692619,135.79789251330806,126.51345544811772,45.051721397791106,-21.16387252664314,10.214820881660959,137.53534088134765,145.017067972819,22.899999618530273,50.314536156281285
0,2023-01-03,CSCO,47.86000061035156,48.04999923706055,47.310001373291016,45.78103256225586,17718900.0,1.0,0.10804343608250377,47.49515753716911,44.43552292852913,54.849149177822554,-48.61746882696333,0.9433515609863901,46.13023122151693,43.74982172648112,22.899999618530273,50.314536156281285
0,2023-01-03,CVX,178.0399932861328,179.0,171.50999450683594,163.94964599609375,7565400.0,1.0,0.1292499183901441,170.16618329260763,157.10551623131818,50.68426756011877,-26.3464413766142,20.501534495173782,166.39079844156902,164.89666442871095,22.899999618530273,50.314536156281285
0,2023-01-03,DIS,88.9800033569336,89.97000122070312,87.83000183105469,88.68098449707031,14997100.0,1.0,-2.427960969555741,96.72869938787177,82.52210475031181,44.4890182645269,-57.422580953662106,3.756647221535908,91.96560872395834,94.9462277730306,22.899999618530273,50.314536156281285
0,2023-01-03,GS,345.5,348.6000061035156,342.80999755859375,333.2226867675781,1589700.0,1.0,-5.183014318935193,357.6299979378981,320.5419777701097,48.472520777025785,-76.50312107410511,14.188877306053735,348.5305918375651,336.359824625651,22.899999618530273,50.314536156281285
0,2023-01-03,HD,317.4200134277344,319.2200012207031,311.7799987792969,305.5299072265625,2822400.0,1.0,1.1335278478661053,321.23303410737196,299.80084345610464,52.5412953111629,-84.16417725133238,2.7046367729853698,310.2764200846354,294.7881581624349,22.899999618530273,50.314536156281285
0,2023-01-03,HON,215.14999389648438,215.14999389648438,212.22000122070312,207.42593383789062,2219300.0,1.0,1.0187828949803475,210.17170494688798,202.4268576751823,56.77870793152158,-23.13731082257209,0.8646199893202191,207.78214213053386,197.7664716084798,22.899999618530273,50.314536156281285
0,2023-01-03,IBM,141.10000610351562,141.89999389648438,140.47999572753906,132.3206787109375,3338600.0,1.0,-0.5840746355334261,141.7247057179393,127.49060189924818,52.165948968005296,-79.45654977945873,9.513493630468437,135.853271484375,129.34062906901042,22.899999618530273,50.314536156281285
0,2023-01-03,INTC,27.049999237060547,27.06999969482422,26.3700008392334,25.938650131225586,31308000.0,1.0,-0.6422727245973441,28.70063260826585,24.234402334361107,44.69872977834392,-67.09325365848133,8.877334927560383,27.17364133199056,26.845788447062173,22.899999618530273,50.314536156281285
0,2023-01-03,JNJ,176.16000366210938,178.3800048828125,176.00999450683594,170.2625732421875,6344900.0,1.0,0.6954069814898673,171.6167589912814,167.09191563030063,56.333636103398135,31.412910639932424,6.30451936353672,169.31468251546224,165.08799540201824,22.899999618530273,50.314536156281285
0,2023-01-03,JPM,135.24000549316406,136.74000549316406,133.88999938964844,129.6485137939453,11054800.0,1.0,0.615257968609626,129.78191126069777,123.72735082426318,58.218679648256824,78.27692878392615,22.450226845726714,127.86126022338867,122.79426714579265,22.899999618530273,50.314536156281285
0,2023-01-03,KO,63.560001373291016,63.560001373291016,62.18000030517578,60.54047393798828,12180500.0,1.0,0.49809204081626035,61.93742591576179,60.210065920786064,54.41427341688983,-31.01943976114084,3.499921580884888,60.74368464152018,58.124134127298994,22.899999618530273,50.314536156281285
0,2023-01-03,MCD,263.5299987792969,264.3500061035156,259.510009765625,257.0157775878906,2743800.0,1.0,-1.2078659706972417,269.2055693286417,254.17307752194426,49.302581871789165,-163.67597696465373,32.87741141755232,262.74945678710935,257.38532536824545,22.899999618530273,50.314536156281285
0,2023-01-03,MMM,101.60535430908203,102.54180908203125,100.64381408691406,93.58258056640625,3124909.0,1.0,-0.8636624695313486,98.17238354245619,89.89598269899888,49.32798692588371,-63.07231000734095,3.9717874092051924,95.03111470540365,93.00639101664225,22.899999618530273,50.314536156281285
0,2023-01-03,MRK,110.41000366210938,111.19999694824219,109.48999786376953,107.43340301513672,8062500.0,1.0,1.7548577478109593,108.87020360754823,104.114680273067,64.74425819196827,60.5073454192935,12.999591252092966,105.51119232177734,99.36680068969727,22.899999618530273,50.314536156281285
0,2023-01-03,MSFT,243.0800018310547,245.75,237.39999389648438,236.60922241210938,25740000.0,1.0,-1.4177570544019602,253.8296877983144,228.94476135940045,48.155269605733,-57.766160560962824,7.632141785280528,242.24742329915364,236.2784767150879,22.899999618530273,50.314536156281285
0,2023-01-03,NKE,118.55000305175781,119.48999786376953,117.44000244140625,116.81726837158203,8124800.0,1.0,3.4777769525480124,119.58987511735273,100.58142004866289,59.99418928361467,138.59942949567727,38.56350572884872,108.44718399047852,99.9412181854248,22.899999618530273,50.314536156281285
0,2023-01-03,PG,150.9499969482422,151.7100067138672,149.1199951171875,145.9473876953125,6447300.0,1.0,2.0243426683118457,148.20550585452645,143.4668223315087,60.76143731233312,32.65926627071601,10.731420606062105,144.30498606363932,135.78478266398113,22.899999618530273,50.314536156281285
0,2023-01-03,TRV,186.7100067138672,187.38999938964844,185.24000549316406,182.09625244140625,983400.0,1.0,1.3480260718942247,185.90255299799477,178.014751994681,56.01611674998094,-27.23238042636963,0.7928086534214677,181.86507873535157,175.87819112141926,22.899999618530273,50.314536156281285
